"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"AFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"AFW","Dallas/Fort Worth, TX","RFD","Rockford, IL",
"AFW","Dallas/Fort Worth, TX","VQQ","Jacksonville, FL",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","ABE","Allentown/Bethlehem/Easton, PA",
"AGC","Pittsburgh, PA","FRG","East Farmingdale, NY",
"AGC","Pittsburgh, PA","STL","St. Louis, MO",
"AGC","Pittsburgh, PA","FNL","Fort Collins/Loveland, CO",
"AGC","Pittsburgh, PA","APA","Denver, CO",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGN","Angoon, AK","PBK","Pack Creek, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGS","Augusta, GA","DFW","Dallas/Fort Worth, TX",
"AGS","Augusta, GA","MMU","Morristown, NJ",
"AGS","Augusta, GA","PNE","Philadelphia, PA",
"AGS","Augusta, GA","SDF","Louisville, KY",
"AGS","Augusta, GA","PIT","Pittsburgh, PA",
"AGS","Augusta, GA","GPT","Gulfport/Biloxi, MS",
"AGS","Augusta, GA","ATL","Atlanta, GA",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","DCA","Washington, DC",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","MCN","Macon, GA",
"AIA","Alliance, NE","DEN","Denver, CO",
"AIN","Wainwright, AK","ATK","Atqasuk, AK",
"AIN","Wainwright, AK","SCC","Deadhorse, AK",
"AIN","Wainwright, AK","PIZ","Point Lay, AK",
"AIN","Wainwright, AK","BRW","Barrow, AK",
"AIN","Wainwright, AK","BRW","Barrow, AK",
"AKB","Atka, AK","DUT","Unalaska, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","KKI","Akiachak, AK",
"AKI","Akiak, AK","KWT","Kwethluk, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","WNA","Napakiak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","KKI","Akiachak, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","ANI","Aniak, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","FAI","Fairbanks, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","IGG","Igiugig, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","KCL","Chignik Lagoon, AK",
"AKN","King Salmon, AK","BET","Bethel, AK",
"AKN","King Salmon, AK","KGK","Koliganek, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","KNW","New Stuyahok, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","UGS","Ugashik, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","CDB","Cold Bay, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","KCL","Chignik Lagoon, AK",
"AKN","King Salmon, AK","KCQ","Chignik, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","KPV","Perryville, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","AKN","King Salmon, AK",
"AKN","King Salmon, AK","UGS","Ugashik, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","TOG","Togiak, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ADQ","Kodiak, AK",
"AKN","King Salmon, AK","AKN","King Salmon, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","VDZ","Valdez, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","BRW","Barrow, AK",
"AKP","Anaktuvuk Pass, AK","AET","Allakaket, AK",
"AKP","Anaktuvuk Pass, AK","BTT","Bettles, AK",
"AKP","Anaktuvuk Pass, AK","BRW","Barrow, AK",
"AKP","Anaktuvuk Pass, AK","SCC","Deadhorse, AK",
"AKP","Anaktuvuk Pass, AK","ANC","Anchorage, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","CXF","Coldfoot, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","ATL","Atlanta, GA",
"ALB","Albany, NY","SYR","Syracuse, NY",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","PIT","Pittsburgh, PA",
"ALB","Albany, NY","BDL","Hartford, CT",
"ALB","Albany, NY","SDF","Louisville, KY",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","BUF","Buffalo, NY",
"ALB","Albany, NY","SYR","Syracuse, NY",
"ALB","Albany, NY","MEM","Memphis, TN",
"ALB","Albany, NY","HPN","White Plains, NY",
"ALB","Albany, NY","BNA","Nashville, TN",
"ALB","Albany, NY","MYR","Myrtle Beach, SC",
"ALB","Albany, NY","BNA","Nashville, TN",
"ALB","Albany, NY","PIE","St. Petersburg, FL",
"ALB","Albany, NY","FLL","Fort Lauderdale, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","FLL","Fort Lauderdale, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","BDL","Hartford, CT",
"ALB","Albany, NY","GPT","Gulfport/Biloxi, MS",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","IAD","Washington, DC",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","DEN","Denver, CO",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","DEN","Denver, CO",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","DCA","Washington, DC",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","MIA","Miami, FL",
"ALB","Albany, NY","ACY","Atlantic City, NJ",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","TPA","Tampa, FL",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","LGA","New York, NY",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALO","Waterloo, IA","ORD","Chicago, IL",
"ALS","Alamosa, CO","DEN","Denver, CO",
"ALS","Alamosa, CO","TUS","Tucson, AZ",
"ALW","Walla Walla, WA","SEA","Seattle, WA",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","KOY","Olga Bay, AK",
"ALZ","Lazy Bay, AK","KMY","Moser Bay, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","OKC","Oklahoma City, OK",
"AMA","Amarillo, TX","IFP","Bullhead City, AZ",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","DEN","Denver, CO",
"AMA","Amarillo, TX","DEN","Denver, CO",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","BHM","Birmingham, AL",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","IAH","Houston, TX",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"ANB","Anniston, AL","SDM","San Diego, CA",
"ANB","Anniston, AL","LRD","Laredo, TX",
"ANB","Anniston, AL","ILG","Wilmington, DE",
"ANB","Anniston, AL","LRD","Laredo, TX",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","DTW","Detroit, MI",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","SLC","Salt Lake City, UT",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","OAK","Oakland, CA",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","EWR","Newark, NJ",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","AFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","GUM","Guam, TT",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","SHV","Shreveport, LA",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","RFD","Rockford, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","GKN","Gulkana, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","KSM","St. Mary's, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","MHM","Minchumina, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SYA","Shemya, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","DCK","Dahl Creek, AK",
"ANC","Anchorage, AK","VEE","Venetie, AK",
"ANC","Anchorage, AK","FVQ","Donlin Creek Mine, AK",
"ANC","Anchorage, AK","ATK","Atqasuk, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","KSM","St. Mary's, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","LAS","Las Vegas, NV",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","HNL","Honolulu, HI",
"ANC","Anchorage, AK","OGG","Kahului, HI",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","ADK","Adak Island, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","DEN","Denver, CO",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","GAL","Galena, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","JZE","Trading Bay, AK",
"ANC","Anchorage, AK","RDV","Red Devil, AK",
"ANC","Anchorage, AK","MDO","Middleton Island, AK",
"ANC","Anchorage, AK","KOT","Kotlik, AK",
"ANC","Anchorage, AK","PIP","Pilot Point, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ANV","Anvik, AK",
"ANC","Anchorage, AK","PHO","Point Hope, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","PAQ","Palmer, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","BVU","Beluga, AK",
"ANC","Anchorage, AK","KOT","Kotlik, AK",
"ANC","Anchorage, AK","MLL","Marshall, AK",
"ANC","Anchorage, AK","SXP","Sheldon Point, AK",
"ANC","Anchorage, AK","SKK","Shaktoolik, AK",
"ANC","Anchorage, AK","MOU","Mountain Village, AK",
"ANC","Anchorage, AK","KLL","Levelock, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","HPB","Hooper Bay, AK",
"ANC","Anchorage, AK","LKK","Kulik Lake, AK",
"ANC","Anchorage, AK","ANN","Annette, AK",
"ANC","Anchorage, AK","KNK","Kokhanok, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","PQS","Pilot Station, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","RFD","Rockford, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CHS","Charleston, SC",
"ANC","Anchorage, AK","OKC","Oklahoma City, OK",
"ANC","Anchorage, AK","HSV","Huntsville, AL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","PSG","Petersburg, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","NCN","Chenega, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ANV","Anvik, AK",
"ANC","Anchorage, AK","KMO","Manokotak, AK",
"ANC","Anchorage, AK","KVC","King Cove, AK",
"ANC","Anchorage, AK","NLG","Nelson Lagoon, AK",
"ANC","Anchorage, AK","KNW","New Stuyahok, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","KVL","Kivalina, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","WRG","Wrangell, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","KTN","Ketchikan, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
